content_type,language,genre,duration,release_date,rating,episode_count,season_count,content_id
series,english,action,3540000,20-11-2002,10,17,8,cont_960_2_21
series,tamil,documentary,3600000,09-06-2020,4,12,5,cont_673_9_41
series,marathi,action,3540000,28-12-1992,1,22,2,cont_3970_10_9
series,english,drama,2760000,19-12-2014,2,20,3,cont_4248_7_20
series,hindi,drama,2880000,29-10-2006,10,7,5,cont_4833_2_5
series,english,drama,3720000,05-12-2001,1,8,4,cont_3294_6_20
series,hindi,drama,2580000,22-08-2004,4,22,14,cont_3828_5_40
series,english,drama,3720000,28-02-2007,3,26,4,cont_2512_3_27
series,english,comedy,3300000,16-08-2001,3,15,5,cont_4992_6_12
series,hindi,action,3540000,15-12-2020,2,15,11,cont_87_2_14
series,hindi,documentary,2760000,10-10-2004,1,16,2,cont_3352_11_24
series,hindi,sci-fi,3120000,17-10-1996,8,3,6,cont_3856_8_18
series,tamil,action,2760000,30-12-2011,10,25,10,cont_203_21_20
series,telugu,drama,3420000,19-02-2008,5,19,7,cont_3191_29_13
series,hindi,horror,3540000,10-03-2015,8,28,3,cont_2738_2_42
series,telugu,drama,3060000,11-08-2017,2,18,9,cont_671_1_22
series,gujarati,comedy,5100000,23-06-2012,2,6,2,cont_4509_5_15
sports,english,cricket,3840000,03-10-1994,0,4,1,cont_310_13_9
series,tamil,documentary,3900000,29-04-1999,4,10,4,cont_4445_9_3
series,hindi,action,3360000,16-12-2020,5,35,23,cont_2796_2_11
series,gujarati,comedy,3900000,08-11-2019,8,12,11,cont_2193_5_9
sports,hindi,cricket,4380000,16-01-2018,0,3,1,cont_405_4_15
series,hindi,horror,5280000,04-07-2019,10,18,8,cont_526_3_28
series,malayalam,horror,3000000,06-05-2014,10,21,1,cont_3492_1_34
sports,english,basketball,2820000,21-06-1993,0,6,1,cont_1350
series,hindi,documentary,3420000,03-03-2012,6,2,1,cont_4125_5_8
series,hindi,drama,2820000,23-06-2012,7,12,4,cont_1568_2_1
sports,english,tennis,5580000,25-07-2004,0,7,1,cont_602_1_5
series,hindi,drama,3240000,15-05-1998,10,13,1,cont_3191_3_3
series,marathi,documentary,3720000,13-03-2020,5,42,1,cont_3530_3_1
series,hindi,drama,3180000,20-11-1990,6,4,1,cont_2436_8_30
series,telugu,drama,3300000,17-12-2005,1,51,2,cont_3939_23_8
series,hindi,drama,3000000,15-10-2015,7,40,7,cont_2679_1_3
series,gujarati,drama,3600000,22-11-2009,6,1,8,cont_2163_2_30
series,english,action,3780000,28-04-2014,1,14,5,cont_2022_1_13
series,telugu,comedy,3360000,21-11-2010,1,20,7,cont_4351_10_3
series,marathi,drama,3000000,11-11-1998,10,11,1,cont_127_9_38
series,hindi,drama,4800000,09-08-2016,10,6,4,cont_3114_6_47
series,hindi,sci-fi,3000000,11-01-2003,9,25,9,cont_4944_3_30
series,hindi,drama,4380000,15-09-1994,4,1,2,cont_4427_8_27
series,hindi,drama,3480000,21-04-2004,2,5,4,cont_356_24_8
series,malayalam,drama,3540000,28-01-2019,7,6,1,cont_268_5_4
series,hindi,drama,3180000,03-11-2006,6,17,26,cont_2459_9_1
series,tamil,drama,3060000,29-05-2001,7,31,9,cont_3223_5_15
series,telugu,drama,2880000,08-02-2001,1,12,1,cont_475_3_13
series,english,comedy,2520000,15-06-1999,2,3,17,cont_3902_1_2
series,hindi,documentary,2400000,14-09-2005,9,5,4,cont_2299_2_12
series,hindi,drama,3060000,06-04-1995,8,4,3,cont_3874_15_6
series,marathi,drama,2580000,14-02-2014,7,4,5,cont_4426_2_17
series,hindi,documentary,2460000,16-05-2017,5,54,2,cont_4082_8_35
series,hindi,drama,3120000,19-12-2009,2,2,2,cont_346_7_6
sports,hindi,cricket,4500000,17-01-2011,0,1,1,cont_4739_4_11
series,telugu,drama,3600000,21-01-2020,1,60,9,cont_3072_6_6
series,hindi,comedy,3000000,28-01-2013,6,17,12,cont_4410_1_8
series,marathi,horror,4320000,30-04-2010,1,1,6,cont_1249_3_8
series,english,drama,3720000,22-09-2011,10,7,8,cont_4149_8_44
series,hindi,drama,2400000,06-02-2005,6,4,4,cont_524_3_27
series,marathi,action,3660000,03-01-2010,1,18,2,cont_1856_5_14
sports,hindi,basketball,5220000,10-01-2008,0,4,1,cont_2730_7_3
series,tamil,drama,4920000,20-11-2002,1,25,8,cont_1452_2_24
series,kannada,drama,2640000,25-09-2013,10,1,9,cont_1286_1_46
series,hindi,documentary,4860000,09-06-2020,5,4,7,cont_475_6_6
series,english,horror,3000000,21-01-2007,8,2,9,cont_135_1_6
series,hindi,drama,3060000,28-02-1996,5,28,2,cont_3240_8_10
series,hindi,drama,2700000,24-11-2003,1,15,3,cont_4873_14_3
series,english,comedy,4080000,08-07-2015,5,24,12,cont_1158_12_2
series,malayalam,drama,3660000,16-05-1995,6,11,6,cont_1780_3_17
sports,english,cricket,4740000,16-12-2002,0,8,1,cont_405_8_22
series,hindi,comedy,3780000,09-11-2004,2,2,8,cont_4274_4_5
series,gujarati,drama,2760000,21-12-1997,1,19,6,cont_4796_4_11
series,hindi,drama,3480000,09-09-2019,7,11,7,cont_2837_2_44
series,marathi,drama,2820000,02-07-2018,3,3,2,cont_1203_5_44
series,hindi,drama,3180000,21-11-2004,3,2,9,cont_2470_1_2
series,hindi,action,3000000,29-11-2019,4,34,2,cont_386_3_4
series,hindi,action,3240000,24-06-2000,6,6,1,cont_2655_21_16
series,hindi,action,3300000,01-02-2006,9,3,8,cont_1020_19_26
series,marathi,drama,4860000,23-01-2017,9,13,26,cont_1062_2_18
series,malayalam,drama,3060000,12-06-2008,7,14,1,cont_3472_2_10
sports,english,cricket,3060000,04-08-2012,0,10,1,cont_133_2_37
series,hindi,drama,3420000,25-11-2020,4,20,2,cont_2512_2_13
series,hindi,drama,3000000,15-02-2007,3,2,20,cont_2163_1_8
series,hindi,drama,3420000,10-07-1999,1,35,3,cont_673_9_49
series,punjabi,comedy,2760000,16-09-2005,9,41,5,cont_2270_27_8
series,gujarati,drama,3540000,29-07-2006,6,25,3,cont_1143_1_32
series,telugu,drama,3660000,09-10-2006,1,10,2,cont_514_5_13
series,hindi,drama,2940000,11-04-2009,10,5,3,cont_1226_10_1
series,hindi,comedy,2880000,28-12-2003,1,10,1,cont_3874_13_17
series,hindi,drama,3900000,17-12-2011,10,12,14,cont_3708_11_9
series,tamil,drama,3240000,30-11-1991,7,30,1,cont_2537_1_1
series,english,comedy,4140000,21-01-1999,4,3,3,cont_2545_3_27
series,hindi,action,3120000,02-05-2013,2,31,3,cont_1792_4_7
series,marathi,comedy,3780000,28-03-2011,1,7,17,cont_4509_5_8
series,malayalam,comedy,4620000,14-10-1998,5,10,4,cont_4149_2_6
series,hindi,drama,3480000,01-10-2012,8,26,3,cont_1826_3_8
series,gujarati,documentary,3360000,18-02-2001,5,14,4,cont_127_1_23
series,hindi,documentary,2820000,13-02-2016,7,18,8,cont_4994_10_22
series,hindi,comedy,3060000,25-12-2002,5,12,12,cont_4810_4_18
series,tamil,action,4200000,17-05-2003,3,5,1,cont_1682_10_17
sports,english,cricket,4020000,31-01-1994,0,14,1,cont_4724_13_11
sports,hindi,hockey,3240000,01-08-1997,0,9,1,cont_3979_8_17
series,punjabi,action,2580000,23-04-2004,7,28,6,cont_1700_6_25
series,telugu,comedy,2940000,08-07-2013,9,11,9,cont_1941_1_8
series,hindi,comedy,5580000,02-10-2004,9,18,3,cont_4944_3_1
series,english,horror,3900000,08-09-2013,4,2,4,cont_310_25_17
series,gujarati,comedy,3840000,19-02-1998,7,19,3,cont_2306_3_3
series,hindi,drama,3240000,29-08-2009,7,17,10,cont_1287_17_16
series,hindi,comedy,3780000,02-05-2012,10,12,20,cont_3375_20_8
movies,telugu,action,3780000,18-02-2020,4,0,0,cont_4133_4_40
series,hindi,action,4560000,03-08-2014,9,16,3,cont_1158_37_2
series,hindi,action,2700000,21-01-2018,7,10,7,cont_4538_1_6
series,malayalam,comedy,4860000,08-03-2018,9,10,15,cont_2129_10_1
series,telugu,drama,3300000,23-11-1997,10,9,7,cont_2685_1_15
series,hindi,drama,3240000,13-08-2001,6,2,18,cont_2898_1_8
series,hindi,drama,3180000,25-07-2017,4,22,10,cont_4860_3_12
series,gujarati,drama,2880000,05-09-2008,4,6,3,cont_4213_19_14
series,kannada,drama,3000000,15-07-2005,3,7,8,cont_3792_8_25
sports,english,basketball,7560000,13-12-2013,0,2,1,cont_2509_1_22
series,hindi,comedy,2700000,06-10-2014,4,38,3,cont_607_1_4
series,tamil,drama,3240000,20-09-2009,3,7,2,cont_4653_1_9
series,english,drama,2880000,13-11-2008,8,4,14,cont_4082_5_17
series,malayalam,drama,2880000,05-03-2015,7,15,6,cont_4472_8_23
series,english,comedy,2880000,20-07-2018,5,14,2,cont_116_4_10
series,english,drama,3600000,17-12-2020,6,37,3,cont_4591_1_1
series,hindi,drama,3180000,08-03-2011,2,39,2,cont_676_3_7
series,hindi,action,3180000,11-11-2008,3,5,5,cont_310_19_10
series,malayalam,drama,4380000,02-05-2001,5,13,7,cont_3125_9_3
series,hindi,drama,3960000,05-04-2012,1,34,4,cont_356_23_9
sports,hindi,football,5700000,16-08-1998,0,4,1,cont_1915_1_1
series,tamil,comedy,3240000,27-08-1998,8,23,5,cont_976_3_4
series,kannada,action,2820000,26-07-1994,1,28,2,cont_4833_22_14
series,hindi,action,2820000,17-02-2002,7,3,6,cont_4009_6_13
series,hindi,drama,2760000,13-01-2001,6,40,2,cont_4056_4_45
series,english,action,3540000,16-01-2002,5,9,2,cont_3286_9_17
series,hindi,action,4980000,24-10-2017,4,26,1,cont_1424_8_16
sports,english,basketball,5340000,05-08-2019,0,4,1,cont_3267_11_10
sports,hindi,football,3900000,04-04-2007,0,8,1,cont_1502_7_3
series,telugu,drama,3360000,17-01-2005,5,7,5,cont_916_1_7
series,hindi,action,3660000,14-05-2012,9,17,11,cont_4710_4_23
series,hindi,documentary,2580000,10-04-2017,5,51,2,cont_4121_1_5
series,hindi,drama,2940000,21-04-2015,8,7,4,cont_175
series,hindi,drama,4740000,06-07-2018,10,8,5,cont_1942_9_44
series,marathi,comedy,3420000,13-01-2005,1,31,2,cont_4111_7_13
series,hindi,drama,4980000,27-01-2012,10,36,1,cont_2395_15_5
series,hindi,documentary,3900000,24-01-2005,10,4,1,cont_246_4_10
series,hindi,drama,3900000,19-08-2002,9,11,8,cont_4710_3_22
series,hindi,drama,3000000,29-03-2001,8,34,3,cont_4104_16_39
series,marathi,drama,2880000,31-05-2009,2,16,8,cont_4499_11_23
series,hindi,drama,2460000,26-01-2014,9,14,5,cont_4752_2_14
series,hindi,drama,3600000,15-10-2004,3,34,7,cont_312_10_1
series,hindi,drama,3240000,11-04-2018,7,1,6,cont_2194_5_31
series,telugu,drama,3540000,05-04-1998,3,1,18,cont_413_1_10
series,telugu,comedy,2700000,21-10-2009,9,6,6,cont_1287_17_11
series,hindi,drama,3420000,10-12-2011,9,2,11,cont_1584_8_28
series,marathi,action,3180000,26-08-2011,6,18,8,cont_2306_27_1
series,english,action,2940000,13-10-1999,6,6,6,cont_4934_4_26
series,hindi,drama,3600000,03-07-2004,9,22,9,cont_4445_16_7
series,marathi,action,3540000,14-01-2017,1,12,7,cont_355_8_11
series,hindi,drama,3420000,11-05-2019,5,5,2,cont_2296_5_16
series,tamil,action,3240000,11-06-2006,10,3,7,cont_717_12_13
series,hindi,drama,2940000,12-05-2007,10,28,3,cont_426_14_25
series,telugu,drama,3840000,24-07-2013,3,30,3,cont_197_1_3
series,telugu,action,3060000,21-01-1999,7,2,2,cont_4777_3_5
series,hindi,sci-fi,3000000,23-05-2002,3,4,9,cont_1704_9_31
series,english,drama,3480000,17-05-2010,5,21,7,cont_4873_1_9
series,punjabi,drama,2520000,21-06-2004,4,3,4,cont_1826_3_7
series,tamil,drama,5400000,26-01-2004,1,25,9,cont_3832_1_10
series,english,drama,3780000,30-12-2003,4,6,5,cont_1259_9_6
series,hindi,action,4620000,15-05-2020,9,10,10,cont_4168_5_4
series,hindi,drama,2880000,05-09-1998,9,28,3,cont_4388
series,english,drama,2880000,23-07-2010,5,1,3,cont_1106_3_7
series,tamil,action,3480000,14-11-2015,7,2,2,cont_3990_12_53
series,hindi,comedy,3120000,14-07-2016,8,33,6,cont_4710_19_13
sports,hindi,badminton,4380000,09-12-2004,0,3,1,cont_3510_1_28
series,marathi,drama,2700000,01-10-2007,2,2,6,cont_517_6_33
series,english,comedy,2580000,06-01-2020,6,21,6,cont_1972_6_11
series,malayalam,comedy,3780000,25-07-1997,2,13,7,cont_3674_5_48
series,telugu,drama,3240000,17-08-2007,1,10,3,cont_120_8_7
series,punjabi,comedy,2940000,30-03-2004,8,10,22,cont_815_12_8
series,english,action,3480000,31-08-2010,2,8,11,cont_2830_1_4
series,malayalam,documentary,2580000,05-03-2014,1,24,4,cont_386_2_8
series,tamil,drama,3420000,02-06-1997,4,16,4,cont_3072_12_24
series,hindi,comedy,3240000,11-12-1999,9,14,3,cont_2782_12_1
series,malayalam,comedy,3240000,31-08-2003,6,16,7,cont_2308_28_5
series,hindi,drama,3480000,14-12-2008,6,14,5,cont_2485_11_2
series,telugu,horror,2940000,01-02-2020,10,26,8,cont_4007_15_20
series,hindi,drama,2640000,24-03-2014,1,17,2,cont_3033_6_37
series,hindi,action,5220000,25-08-2005,9,22,9,cont_459_33_2
series,telugu,drama,3300000,29-07-2001,8,6,13,cont_4832_1_26
series,tamil,drama,2640000,18-11-1997,1,16,5,cont_4427_2_15
series,english,horror,3060000,07-10-2012,5,17,10,cont_2918_7_50
series,hindi,action,2400000,24-03-2009,7,9,16,cont_1298_1_16
series,hindi,action,3840000,12-07-2003,3,35,7,cont_321_13_11
series,hindi,drama,2880000,29-12-2006,3,15,19,cont_1234_24_6
series,hindi,drama,3360000,13-05-2008,6,24,4,cont_2911_23_13
series,hindi,comedy,2520000,18-03-2001,4,2,9,cont_3072_11_6
series,hindi,comedy,4560000,01-05-2009,8,7,8,cont_3923_2_5
movies,telugu,animation,3000000,25-01-2013,4,0,0,cont_426_18_15
series,hindi,drama,4560000,12-11-2013,9,27,6,cont_405_5_41
series,english,drama,5040000,24-10-2012,10,7,15,cont_1468_13_22
series,english,comedy,2880000,30-12-2018,5,17,3,cont_2738_1_22
series,hindi,drama,2700000,30-11-2016,4,17,1,cont_2065_1_7
series,telugu,drama,3240000,26-11-2011,1,30,5,cont_2019_7_11
series,hindi,action,4140000,22-08-2000,6,32,4,cont_4787_1_4
series,english,sci-fi,3540000,08-05-2017,9,15,12,cont_310_23_2
series,hindi,drama,3060000,28-11-2007,7,28,4,cont_1701_8_13
series,hindi,action,2820000,13-12-2013,7,56,4,cont_3241_4_8
sports,hindi,cricket,5040000,08-03-1998,0,2,1,cont_475_20_4
series,hindi,action,3600000,22-02-1999,5,11,7,cont_3528_7_7
series,hindi,action,3600000,09-08-2017,7,7,8,cont_1306_4_6
sports,hindi,football,5160000,28-11-1998,0,2,1,cont_45_5_13
series,hindi,action,3780000,21-05-2018,10,2,7,cont_1306_4_14
series,hindi,comedy,4200000,05-02-1997,5,29,4,cont_3356_10_16
series,english,action,3240000,28-02-1997,2,47,2,cont_2956_3_23
series,hindi,sci-fi,4860000,25-03-2006,4,11,9,cont_2019_4_7
series,hindi,sci-fi,2640000,26-06-2016,8,7,16,cont_3454_16_13
series,hindi,comedy,3420000,18-07-1995,5,11,1,cont_2185_5_7
series,hindi,drama,3780000,01-10-1996,5,24,4,cont_4710_9_22
series,gujarati,drama,2820000,29-09-2008,9,34,6,cont_4752_1_10
sports,english,cricket,3420000,21-09-1994,0,1,1,cont_2196_1_34
series,hindi,drama,3000000,24-02-2019,2,9,1,cont_3259_4_19
series,hindi,documentary,3480000,09-04-2008,2,3,4,cont_3268_1_18
series,english,action,3600000,29-06-2005,5,24,5,cont_4833_12_3
series,hindi,horror,3900000,21-04-1999,3,36,2,cont_3603_1_21
series,hindi,drama,3180000,03-12-1999,9,4,2,cont_518_1_2
series,english,drama,2520000,22-10-1999,10,21,7,cont_3454_22_8
series,hindi,drama,3300000,14-12-2007,2,14,7,cont_4838_8_21
series,english,comedy,3240000,09-10-2009,3,11,14,cont_4446_9_5
series,hindi,drama,3420000,14-02-2019,2,6,9,cont_4498_33_2
series,malayalam,drama,4140000,11-07-2006,5,17,14,cont_1046_5_8
series,telugu,documentary,2820000,22-12-2018,10,23,9,cont_4767_3_46
sports,hindi,cricket,4200000,18-01-2013,0,13,1,cont_4724_13_30
sports,hindi,cricket,4680000,19-12-1999,0,13,1,cont_2997_5_22
series,tamil,action,2880000,16-06-1999,3,15,2,cont_386_3_1
series,telugu,drama,2940000,05-03-2007,2,8,4,cont_1856_1_37
series,hindi,drama,3300000,23-04-1997,5,8,5,cont_2196_4_29
series,malayalam,drama,3180000,17-10-2005,1,4,28,cont_4543_9_7
series,hindi,drama,3180000,20-12-1999,7,12,5,cont_4696_1_11
series,malayalam,drama,3660000,13-08-2020,6,28,2,cont_2069_3_6
series,telugu,drama,3540000,07-09-2007,1,27,11,cont_3352_7_14
sports,hindi,cricket,5580000,07-04-2014,0,7,1,cont_3298_1_5
series,tamil,comedy,2820000,15-01-1995,8,25,1,cont_4724_2_16
series,hindi,drama,3000000,06-09-2001,1,54,3,cont_4445_11_26
series,hindi,comedy,3360000,18-10-2018,7,17,8,cont_4716_4_26
series,oriya,sci-fi,2880000,13-10-1996,2,18,6,cont_1726_1_1
series,hindi,drama,2580000,01-02-1995,3,4,1,cont_2512_1_5
series,hindi,sci-fi,3000000,03-02-2003,8,10,2,cont_4435_3_27
series,hindi,drama,3300000,28-10-2002,3,14,7,cont_593_4_22
series,malayalam,action,2820000,24-08-2019,6,24,3,cont_4341_17_7
series,bengali,drama,3780000,25-12-2020,10,14,8,cont_2395_11_1
sports,english,cricket,6300000,27-03-2018,0,4,1,cont_812_1_2
series,english,drama,4440000,27-03-2007,8,4,31,cont_1166_3_25
series,hindi,drama,2760000,07-12-2017,4,15,2,cont_1739_5_21
series,telugu,comedy,3000000,01-06-2004,9,22,1,cont_4056_2_19
series,hindi,drama,3000000,30-04-2011,7,9,2,cont_636_1_27
sports,english,cricket,3840000,08-07-2010,0,5,1,cont_976_10_8
series,hindi,drama,3300000,29-06-1994,7,11,2,cont_3600_1_6
series,hindi,horror,3420000,11-02-2003,3,38,5,cont_2738_1_49
series,hindi,action,2940000,20-09-2019,3,42,17,cont_1618_6_14
series,english,action,2940000,05-03-1999,9,15,7,cont_310_3_23
series,telugu,comedy,2940000,31-08-2009,8,9,3,cont_890_13_13
series,malayalam,horror,2820000,14-03-2015,10,5,3,cont_1369_1_19
series,english,documentary,3540000,17-02-1993,8,2,6,cont_2459_3_26
series,malayalam,comedy,4860000,29-05-2007,9,18,1,cont_1234_18_19
series,hindi,action,3120000,28-04-1994,2,43,2,cont_4627_1_2
series,tamil,drama,3060000,13-10-2016,1,43,4,cont_615_12_33
series,hindi,action,4320000,08-05-2009,1,5,8,cont_683_18_5
series,hindi,comedy,3300000,12-08-2012,3,13,20,cont_3193_6_55
series,hindi,drama,2940000,25-12-2004,6,5,28,cont_385_6_4
sports,hindi,cricket,3600000,15-11-1996,0,10,1,cont_2187_2_24
series,hindi,drama,3480000,23-12-2013,3,5,17,cont_2053_10_2
series,hindi,drama,3900000,20-08-2004,9,17,2,cont_2233_8_32
sports,hindi,cricket,4560000,31-03-2015,0,12,1,cont_1673
series,telugu,drama,3780000,09-06-2019,5,35,15,cont_2043_9_12
series,hindi,drama,3420000,07-12-2008,6,18,7,cont_2630_5_35
series,hindi,sci-fi,2940000,31-07-2003,1,29,8,cont_2571_3_24
series,telugu,drama,2760000,02-12-1997,5,1,1,cont_3500_6_29
series,hindi,action,3240000,23-06-2010,6,24,8,cont_935_23_3
series,hindi,drama,3840000,19-01-2017,4,2,10,cont_4289_1_29
series,telugu,drama,3000000,03-12-2006,1,4,6,cont_837_1_27
series,marathi,drama,2580000,01-10-2007,7,34,1,cont_3349_1_3
series,hindi,drama,3360000,15-11-1994,2,19,1,cont_1856_2_35
series,hindi,drama,4800000,24-09-2015,2,40,2,cont_3189_13_1
sports,english,cricket,4380000,09-09-2007,0,5,1,cont_185_6_2
series,english,drama,5160000,06-10-1996,8,12,2,cont_356_10_3
series,english,action,3240000,21-01-2007,3,4,1,cont_2545_2_7
series,tamil,action,3060000,06-08-1997,2,19,2,cont_127_2_53
series,hindi,horror,3360000,19-06-2016,3,12,4,cont_3081_18_24
series,english,comedy,4620000,18-07-2019,5,27,13,cont_3947_1_3
series,tamil,drama,3300000,05-10-2012,7,27,4,cont_263_2_36
series,marathi,action,3480000,21-11-2015,1,21,6,cont_2260_1_11
series,hindi,drama,3480000,04-05-2003,9,53,3,cont_3371_3_20
series,english,action,3180000,22-01-2016,5,31,5,cont_3939_24_15
series,english,drama,3060000,04-05-2002,8,25,8,cont_1355_14_25
series,english,drama,3300000,24-04-2008,2,8,12,cont_1815_1_3
sports,english,cricket,5100000,08-02-2014,0,8,1,cont_526_2_38
series,hindi,action,4260000,20-04-2010,8,47,3,cont_1563_1_4
series,english,comedy,3780000,03-06-2001,5,35,2,cont_1731_4_11
series,hindi,drama,3060000,21-05-2010,8,2,31,cont_3603_2_55
series,hindi,drama,4680000,18-01-2015,9,22,7,cont_1821_1_5
series,hindi,drama,3960000,24-10-2013,1,4,9,cont_1676_1_10
series,english,drama,5520000,02-04-2011,10,21,8,cont_2311_5_19
series,hindi,documentary,3780000,05-01-2010,10,42,1,cont_4168_10_8
series,gujarati,documentary,3120000,13-06-2003,8,27,13,cont_1634_4_27
series,hindi,drama,4560000,07-03-1991,1,6,1,cont_1972_2_9
series,telugu,drama,2820000,22-10-2014,6,11,4,cont_4098_5_21
series,tamil,drama,3660000,13-01-2011,2,20,13,cont_4577_5_27
series,malayalam,drama,4200000,25-07-2008,9,11,9,cont_1492_2_50
series,telugu,drama,2760000,12-11-2000,7,17,6,cont_4444_17_21
series,hindi,documentary,3660000,31-03-2019,10,38,6,cont_2615_1_9
series,marathi,action,5580000,02-12-2007,2,4,1,cont_1130_5_28
series,malayalam,comedy,4620000,24-04-1999,5,26,4,cont_3939_19_4
series,hindi,drama,2520000,21-02-2001,3,16,3,cont_4170_5_23
series,english,drama,3780000,27-10-2002,5,9,4,cont_2656_5_11
series,hindi,action,3360000,14-08-2008,6,13,8,cont_750_8_22
series,english,drama,3540000,13-11-2001,7,12,6,cont_149_5_34
series,hindi,drama,2820000,03-09-2013,3,44,11,cont_2878_16_26
series,english,drama,4080000,07-09-2016,5,8,13,cont_526_6_31
series,hindi,drama,3360000,31-07-1999,6,12,14,cont_582_6_11
series,hindi,comedy,4680000,14-05-2018,7,27,4,cont_3939_12_10
series,hindi,action,3540000,26-03-2010,9,2,9,cont_1682_8_11
series,hindi,drama,3720000,09-08-1993,7,27,1,cont_1387_9_12
series,hindi,horror,3540000,28-02-2014,4,34,1,cont_4082_8_6
series,hindi,action,3240000,24-08-2010,4,4,21,cont_2911_18_14
series,hindi,horror,3540000,01-11-2020,3,9,12,cont_162_3_8
sports,english,cricket,4980000,26-04-1996,0,1,1,cont_4148_4_6
series,hindi,drama,3180000,18-05-2006,5,20,1,cont_4445_7_43
series,marathi,drama,3360000,30-09-2020,6,35,15,cont_208_6_6
series,hindi,drama,3180000,12-12-2001,7,8,12,cont_3313_2_48
series,hindi,comedy,2520000,14-08-1998,5,14,4,cont_4189_5_17
series,telugu,drama,3240000,10-11-1997,1,8,4,cont_815_24_1
series,telugu,drama,2940000,10-07-2001,7,37,6,cont_2132_6_31
series,hindi,drama,4680000,25-11-1998,1,31,7,cont_1283_11_7
series,english,action,3300000,20-05-2017,5,33,3,cont_3816_1_13
series,hindi,drama,2820000,21-12-2013,9,11,5,cont_3755_2_1
series,hindi,drama,3660000,22-06-2001,3,10,5,cont_2395_15_7
series,english,drama,4020000,29-09-2008,2,17,2,cont_3371_12_37
series,marathi,drama,2820000,18-11-2016,2,28,12,cont_1955_1_13
series,english,comedy,3300000,28-04-2009,7,27,3,cont_666_8_1
series,hindi,documentary,3780000,08-11-2016,7,2,4,cont_2722_3_15
series,tamil,drama,3720000,14-09-2008,4,15,4,cont_4810_4_19
series,tamil,drama,3660000,27-07-1997,3,2,9,cont_4740_1_29
series,bengali,action,4140000,25-07-1991,9,14,1,cont_3005_10_3
series,english,drama,3720000,19-11-2001,3,6,7,cont_1130_9_15
series,english,drama,3360000,28-07-2012,8,36,9,cont_3382_10_9
series,hindi,drama,4260000,27-02-2004,1,16,12,cont_2722_5_14
series,punjabi,comedy,2880000,05-09-1999,8,11,12,cont_2660_8_2
series,english,drama,3000000,09-02-2010,2,7,11,cont_4098_5_21
series,hindi,drama,4080000,10-02-2007,1,24,5,cont_693_9_32
series,english,drama,2760000,06-08-2008,2,6,6,cont_3195_6_21
series,malayalam,drama,4200000,28-04-2004,5,16,11,cont_1038_15_7
series,english,drama,3000000,18-05-2001,5,30,3,cont_1226_8_30
series,tamil,drama,3780000,26-10-2004,8,18,12,cont_1616_5_12
series,telugu,drama,2940000,21-02-2007,2,7,4,cont_2873_3_10
series,hindi,sci-fi,2400000,17-06-2018,2,22,5,cont_4992_8_5
series,hindi,drama,3780000,03-05-2008,3,16,10,cont_151_1_16
series,hindi,drama,4980000,19-05-2019,5,24,3,cont_3470_1_23
series,hindi,drama,2640000,04-02-2004,7,4,17,cont_1870_8_4
series,hindi,horror,3480000,24-01-2013,1,1,2,cont_4445_17_41
series,tamil,drama,3480000,08-10-2001,7,6,10,cont_1544_1_1
series,malayalam,horror,3840000,26-02-2014,1,9,33,cont_4424_6_39
series,english,action,3660000,23-07-2002,10,7,8,cont_3500_2_27
series,hindi,documentary,3000000,08-07-2016,5,28,2,cont_4104_5_25
series,hindi,action,5640000,03-10-2020,7,16,4,cont_2029_9_3
series,hindi,action,3000000,23-02-2009,2,2,5,cont_4767_6_47
series,marathi,action,3600000,01-06-2009,1,44,1,cont_4445_13_9
series,tamil,drama,3300000,09-09-2005,6,10,6,cont_4688_6_4
series,hindi,horror,3780000,23-09-2000,8,54,1,cont_2853_1_6
series,hindi,drama,3420000,06-12-2013,2,25,6,cont_1077_11_11
series,hindi,documentary,3300000,16-07-1996,3,1,16,cont_1780_5_25
series,hindi,drama,3240000,22-02-2006,1,11,6,cont_3384_13_23
series,hindi,drama,5340000,10-12-1996,5,11,2,cont_2962_1_7
series,hindi,drama,3600000,08-10-2008,3,27,10,cont_4168_2_7
series,hindi,drama,2820000,13-03-2018,1,27,10,cont_1958_8_13
series,hindi,action,3780000,05-01-2016,2,4,8,cont_56_9_10
series,telugu,comedy,2880000,22-04-2014,9,35,9,cont_2194_8_16
series,hindi,drama,5100000,01-08-2019,1,22,8,cont_3454_4_10
series,english,drama,2940000,20-05-2019,3,33,7,cont_3912_1_7
series,telugu,drama,3000000,15-12-1999,10,3,6,cont_4218_10_17
sports,english,cricket,4620000,19-06-1991,0,6,1,cont_3072_3_11
series,english,comedy,4500000,09-04-2016,4,23,21,cont_2449_2_11
series,hindi,horror,4620000,21-08-1991,9,11,1,cont_633_1_23
series,telugu,drama,3660000,08-01-2019,8,9,37,cont_2873_5_16
series,hindi,action,2820000,18-10-2008,4,42,4,cont_1283_3_30
series,telugu,comedy,3060000,19-10-2011,4,27,11,cont_1212_7_11
sports,hindi,cricket,2760000,08-07-1995,0,8,1,cont_1856_1_16
series,hindi,comedy,3060000,21-06-2020,7,22,10,cont_3409_1_50
series,tamil,drama,5220000,11-06-1999,7,11,15,cont_4752_6_11
series,hindi,drama,2700000,07-08-2007,6,22,6,cont_2436_4_29
series,english,comedy,3540000,25-03-2018,7,51,6,cont_1991_6_18
series,english,drama,3420000,26-01-2018,2,25,19,cont_514_4_6
